,par_id,soa,target_location,congruency_area,congruency_area_continuous,congruency_area_absolute,sub_ind,sub_area,sub_area_continuous
48,2,350.0,1.0,-183.77123190949314,-184.33203551466886,183.77123190949314,79,-45.48836639443098,-44.5532539106639
49,2,350.0,1.0,-183.77123190949314,-184.33203551466886,183.77123190949314,99,-0.6868435340951464,0.4181390273724901
50,2,850.0,1.0,-115.5873947602092,-115.90171293197363,115.5873947602092,19,-1.2644372473540653,-1.619117581108327
51,2,850.0,1.0,-115.5873947602092,-115.90171293197363,115.5873947602092,39,-35.00117166582012,-35.85550581005941
52,2,850.0,1.0,-115.5873947602092,-115.90171293197363,115.5873947602092,59,-47.83794066429564,-47.71507969038521
53,2,850.0,1.0,-115.5873947602092,-115.90171293197363,115.5873947602092,79,-29.50962721889384,-28.82026994677244
54,2,850.0,1.0,-115.5873947602092,-115.90171293197363,115.5873947602092,99,3.70888437482904,4.369785356560897
55,2,1100.0,1.0,-198.7130102624133,-197.45010325162184,198.7130102624133,19,-8.184471284048826,-8.696933396390449
56,2,1100.0,1.0,-198.7130102624133,-197.45010325162184,198.7130102624133,39,-25.054591546848567,-25.463651145934477
57,2,1100.0,1.0,-198.7130102624133,-197.45010325162184,198.7130102624133,59,-51.33143368244839,-52.11865600739179
58,2,1100.0,1.0,-198.7130102624133,-197.45010325162184,198.7130102624133,79,-57.80933950589086,-56.99422740508817
59,2,1100.0,1.0,-198.7130102624133,-197.45010325162184,198.7130102624133,99,-45.153257785395766,-45.435892485540535
60,2,100.0,2.0,-113.19920274648985,-112.64746262692643,113.19920274648985,19,-3.60078262173866,-3.9021622663805218
61,2,100.0,2.0,-113.19920274648985,-112.64746262692643,113.19920274648985,39,-14.026537263627201,-14.009663325249562
62,2,100.0,2.0,-113.19920274648985,-112.64746262692643,113.19920274648985,59,-17.438147398632474,-17.96970515550902
63,2,100.0,2.0,-113.19920274648985,-112.64746262692643,113.19920274648985,79,-39.47200820226969,-39.64854898860813
64,2,100.0,2.0,-113.19920274648985,-112.64746262692643,113.19920274648985,99,-32.286615079469414,-31.71516268357027
65,2,350.0,2.0,-292.06080131523805,-291.3668323625334,292.06080131523805,19,-5.631577561002838,-6.126983882759063
66,2,350.0,2.0,-292.06080131523805,-291.3668323625334,292.06080131523805,39,-47.885630211097805,-49.640807302057055
67,2,350.0,2.0,-292.06080131523805,-291.3668323625334,292.06080131523805,59,-113.86541668977559,-114.35780065772542
68,2,350.0,2.0,-292.06080131523805,-291.3668323625334,292.06080131523805,79,-77.99482249497386,-76.35640316857098
69,2,350.0,2.0,-292.06080131523805,-291.3668323625334,292.06080131523805,99,-31.347218477852266,-30.90492562592226
70,2,850.0,2.0,-70.67056872677703,-69.89763555135505,70.67056872677703,19,-0.4132601284279809,-0.726880652647921
71,2,850.0,2.0,-70.67056872677703,-69.89763555135505,70.67056872677703,39,-2.555764516873287,-2.1157109246590835
72,2,850.0,2.0,-70.67056872677703,-69.89763555135505,70.67056872677703,59,-0.8905382184479578,-1.038908214950652
